Name,SexuponOutcome,AnimalType,AgeuponOutcome,Breed,Color,DateTime,Outcome,ID
North,Neutered Male,Cat,4 years,Domestic Shorthair Mix,Orange Tabby,2015-07-20 15:01:00,1,17965
,Intact Male,Cat,5 weeks,Domestic Shorthair Mix,Black/White,2014-07-04 11:30:00,4,17966
,Spayed Female,Dog,2 years,Maltese/Miniature Poodle,White,2014-12-29 18:21:00,0,17967
,Neutered Male,Dog,1 year,Labrador Retriever Mix,Black/White,2013-12-14 08:49:00,0,17968
Damon,Neutered Male,Dog,3 years,Labrador Retriever,Chocolate,2013-11-08 12:05:00,1,17969
Skippy,Neutered Male,Dog,3 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Brown/White,2015-12-21 16:22:00,0,17970
Baby,Spayed Female,Dog,7 years,Chihuahua Shorthair Mix,Black/Tan,2015-01-08 15:39:00,2,17971
Princess,Spayed Female,Dog,5 months,Chihuahua Shorthair Mix,Tricolor,2015-10-29 19:18:00,0,17972
Leroy,Neutered Male,Dog,2 years,Basset Hound,Tricolor,2013-10-08 15:58:00,2,17973
,Intact Male,Dog,5 days,American Bulldog Mix,White/Black,2015-05-31 14:54:00,1,17974
Kane,Neutered Male,Dog,7 years,Chihuahua Shorthair Mix,Buff/White,2014-06-09 18:38:00,2,17975
,Intact Female,Dog,1 year,Chihuahua Shorthair/Miniature Schnauzer,Black/Tan,2015-09-18 15:32:00,1,17976
Tj,Neutered Male,Dog,1 year,Rottweiler Mix,Black/Red,2014-04-03 15:28:00,0,17977
Luna,Spayed Female,Dog,8 years,Jindo Mix,White,2014-09-08 16:56:00,2,17978
,Intact Male,Cat,5 months,Domestic Medium Hair Mix,Buff,2014-11-11 11:49:00,3,17979
Princess,Spayed Female,Dog,2 years,Chihuahua Shorthair Mix,Black/Tan,2016-02-04 17:03:00,0,17980
Beau,Neutered Male,Dog,2 years,Siberian Husky,White,2015-02-03 16:31:00,0,17981
,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Blue Tabby,2014-08-03 17:42:00,0,17982
,Intact Female,Dog,2 months,German Shepherd/Labrador Retriever,Brown,2014-05-24 17:17:00,1,17983
Spider,Neutered Male,Dog,2 years,American Staffordshire Terrier Mix,Black/White,2014-12-07 12:45:00,2,17984
Captain,Intact Male,Dog,2 years,German Shepherd Mix,Sable,2015-12-20 17:18:00,2,17985
Scully,Spayed Female,Dog,3 years,Labrador Retriever Mix,Yellow,2015-08-23 13:18:00,0,17986
Natasha,Spayed Female,Dog,12 years,Chow Chow Mix,Brown/Tan,2014-03-07 17:35:00,3,17987
,Intact Female,Dog,1 year,Pit Bull Mix,Tan/White,2014-11-17 11:16:00,1,17988
,Intact Male,Dog,1 year,Rat Terrier Mix,Black/White,2014-01-20 18:30:00,3,17989
Miss Pheobe,Spayed Female,Cat,1 year,Domestic Medium Hair Mix,Calico,2014-07-12 11:09:00,2,17990
Max,Neutered Male,Dog,6 years,Beagle Mix,Tricolor,2014-11-26 11:39:00,2,17991
,Spayed Female,Cat,3 months,Siamese Mix,Tortie Point,2015-06-29 19:21:00,0,17992
Bacon,Neutered Male,Dog,2 months,Pit Bull Mix,Blue/White,2015-05-12 17:56:00,0,17993
Harley,Neutered Male,Dog,6 months,Landseer Mix,Black/White,2014-11-23 17:42:00,0,17994
Greta,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black,2014-09-01 14:42:00,0,17995
,Neutered Male,Dog,2 months,Labrador Retriever Mix,Black/White,2015-04-04 19:31:00,0,17996
Allie,Spayed Female,Dog,9 months,Chihuahua Shorthair Mix,White/Black,2015-11-17 18:40:00,0,17997
Mulligan,Spayed Female,Dog,6 years,Boston Terrier Mix,Tan,2015-11-01 19:11:00,2,17998
,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby,2014-06-21 09:00:00,1,17999
Bartledby,Neutered Male,Cat,4 years,Domestic Shorthair,Silver Tabby,2015-01-24 11:18:00,2,18000
Aladdin,Intact Male,Cat,1 month,Domestic Medium Hair Mix,Brown Tabby,2014-03-28 11:43:00,1,18001
Sheila,Spayed Female,Dog,4 years,Australian Shepherd/Boxer,Brown Brindle/White,2015-01-19 16:53:00,1,18002
Pookie,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Cream Tabby/White,2015-08-28 14:05:00,0,18003
Olive,Spayed Female,Dog,4 years,Pointer Mix,White/Black,2016-02-06 13:53:00,0,18004
Chato,Neutered Male,Dog,13 years,Pekingese Mix,Black/White,2014-03-18 12:50:00,1,18005
,Unknown,Cat,2 days,Domestic Shorthair Mix,Brown Tabby,2014-06-05 18:15:00,1,18006
Sassy,Spayed Female,Dog,13 years,Pekingese Mix,Tan/White,2014-08-19 13:06:00,1,18007
Brownie,Neutered Male,Dog,4 years,Pit Bull Mix,Tan/White,2015-02-26 14:45:00,2,18008
,Intact Male,Dog,1 year,Pit Bull Mix,Brown/White,2015-06-21 14:24:00,1,18009
Shakespeare,Intact Male,Cat,1 month,Domestic Shorthair Mix,Brown Tabby/White,2014-10-08 14:17:00,3,18010
Stephon,Neutered Male,Dog,4 months,Chihuahua Shorthair/Dachshund,Brown Brindle,2015-04-21 15:16:00,2,18011
Harrison,Neutered Male,Dog,8 years,German Shepherd Mix,Black/Tan,2015-06-23 14:20:00,0,18012
,Neutered Male,Dog,3 years,Dachshund Mix,Brown Brindle/White,2014-03-03 11:50:00,0,18013
Trixie,Spayed Female,Dog,4 months,Cardigan Welsh Corgi/Chihuahua Longhair,Brown,2015-03-29 18:20:00,0,18014
Santana,Intact Male,Dog,2 years,Bulldog,White/Brown,2015-10-15 11:21:00,2,18015
,Intact Female,Cat,4 months,Domestic Medium Hair Mix,Blue,2015-08-16 09:00:00,1,18016
Dora,Spayed Female,Dog,1 month,German Shepherd Mix,Black/Tan,2013-12-20 14:41:00,0,18017
Cocoa,Spayed Female,Dog,4 years,Pit Bull Mix,Brown/White,2014-06-26 15:42:00,0,18018
Eddie,Neutered Male,Dog,1 year,Siberian Husky Mix,Brown/Black,2015-10-28 00:00:00,1,18019
Mitsy Bitsy,Spayed Female,Dog,7 years,Maltese Mix,White,2015-05-21 17:52:00,0,18020
,Intact Female,Cat,5 months,Domestic Shorthair Mix,White/Black,2015-08-11 09:00:00,1,18021
Jasmine,Spayed Female,Cat,4 years,Domestic Shorthair Mix,Calico,2014-11-07 14:16:00,0,18022
Tali,Intact Female,Cat,1 month,Domestic Shorthair Mix,Brown Tabby/White,2015-07-03 12:10:00,0,18023
Windsor,Neutered Male,Dog,7 years,Harrier,Brown/Tricolor,2015-02-19 18:07:00,0,18024
,Intact Male,Cat,2 years,Domestic Shorthair Mix,Brown Tabby,2015-12-15 19:04:00,1,18025
Rosie,Spayed Female,Cat,4 years,Domestic Shorthair Mix,Tortie/Blue Cream,2014-04-20 15:47:00,0,18026
Bully,Neutered Male,Dog,6 years,Staffordshire Mix,Black/White,2015-04-12 18:00:00,2,18027
,Unknown,Cat,2 weeks,Snowshoe Mix,Lynx Point,2015-07-21 12:59:00,1,18028
Tonka,Neutered Male,Dog,7 years,Miniature Pinscher Mix,Black/Brown,2014-10-25 17:17:00,1,18029
,Unknown,Cat,1 weeks,Domestic Shorthair Mix,Orange Tabby,2015-08-29 18:33:00,1,18030
Trooper,Neutered Male,Dog,9 months,Labrador Retriever Mix,Black/White,2015-05-27 14:17:00,1,18031
Carson,Neutered Male,Dog,5 months,Labrador Retriever Mix,Black/White,2014-11-30 17:55:00,1,18032
,Intact Male,Cat,4 months,Domestic Shorthair Mix,Orange Tabby/White,2014-08-31 09:00:00,1,18033
Bam Bam,Intact Male,Dog,4 years,Pit Bull Mix,Blue/White,2014-02-22 17:16:00,3,18034
Sheila,Intact Female,Cat,1 month,Domestic Shorthair Mix,Brown Tabby,2015-06-22 12:57:00,1,18035
Roxy,Spayed Female,Dog,2 years,German Shepherd Mix,Brown/Black,2014-04-10 15:43:00,0,18036
Casper,Neutered Male,Dog,4 months,Australian Cattle Dog Mix,Tan,2015-02-23 14:59:00,1,18037
Olive,Intact Female,Cat,1 month,Domestic Shorthair Mix,Brown Tabby/White,2015-08-12 11:22:00,0,18038
Eloise,Spayed Female,Dog,3 years,Chihuahua Shorthair Mix,Black,2015-05-03 19:35:00,0,18039
,Intact Male,Dog,8 months,Shiba Inu Mix,Tan,2014-12-27 00:00:00,1,18040
Ruth,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2015-10-14 10:12:00,0,18041
,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby/White,2014-07-05 09:00:00,1,18042
Sylvia,Spayed Female,Cat,8 years,Russian Blue Mix,Blue,2013-10-02 13:50:00,2,18043
Joannie,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Torbie,2014-11-20 12:36:00,1,18044
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Brown Tabby,2014-04-17 14:30:00,1,18045
Freckles,Spayed Female,Dog,15 years,Cardigan Welsh Corgi/Rat Terrier,White/Tan,2013-12-20 11:22:00,2,18046
Maggie,Spayed Female,Dog,4 years,Labrador Retriever/Pointer,Black/White,2014-08-05 12:09:00,0,18047
Blanca,Spayed Female,Dog,11 years,Australian Cattle Dog,White/Black,2015-09-20 13:08:00,0,18048
Trudy,Spayed Female,Dog,3 years,Miniature Poodle,White,2016-01-26 17:35:00,0,18049
Simon,Neutered Male,Cat,3 years,Domestic Shorthair Mix,Black/White,2013-11-14 18:33:00,2,18050
Lisa,Spayed Female,Dog,1 month,Border Collie/Plott Hound,Black/White,2015-04-19 19:22:00,0,18051
Blanca,Spayed Female,Dog,1 year,Pit Bull/Dalmatian,White/Black,2015-03-14 11:25:00,2,18052
Sierra,Spayed Female,Cat,6 years,Domestic Longhair Mix,Black,2014-08-09 11:01:00,2,18053
Louis,Neutered Male,Cat,4 months,Domestic Shorthair Mix,Black,2015-09-18 13:25:00,1,18054
Athena,Spayed Female,Dog,1 year,Australian Kelpie Mix,Black/White,2014-08-25 17:16:00,0,18055
,Neutered Male,Cat,2 months,Domestic Shorthair Mix,White/Black,2014-07-08 14:49:00,1,18056
Teddy,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Black,2013-12-27 15:49:00,1,18057
Logan,Neutered Male,Dog,2 years,Yorkshire Terrier,Brown/Black,2013-11-14 17:33:00,0,18058
Lily Pearl,Spayed Female,Dog,2 years,Schipperke Mix,Black,2013-11-23 12:36:00,0,18059
,Intact Female,Cat,4 weeks,Domestic Shorthair Mix,Calico,2014-08-29 18:03:00,1,18060
,Spayed Female,Cat,1 year,Domestic Shorthair Mix,Calico,2015-08-29 09:00:00,1,18061
Gilbert,Neutered Male,Dog,3 years,Pit Bull Mix,Blue/White,2015-04-11 18:03:00,0,18062
Hansel,Neutered Male,Dog,1 year,Labrador Retriever,Black,2015-06-14 15:38:00,0,18063
Mimi,Spayed Female,Dog,1 year,Chihuahua Shorthair Mix,Red,2016-01-11 17:52:00,0,18064
,Intact Female,Cat,3 weeks,Domestic Shorthair Mix,Tortie/Calico,2015-09-10 11:35:00,1,18065
,Unknown,Cat,5 months,Domestic Shorthair Mix,Black/White,2014-11-04 09:00:00,1,18066
Nikki,Intact Female,Cat,2 months,Domestic Shorthair Mix,Black,2013-11-22 17:16:00,1,18067
,Unknown,Cat,3 months,Domestic Shorthair Mix,Gray Tabby,2014-06-27 16:32:00,3,18068
,Unknown,Cat,,Domestic Shorthair Mix,Black,2016-02-16 10:17:00,1,18069
Cooper,Neutered Male,Dog,1 year,German Shepherd/Black/Tan Hound,Black/Tan,2014-10-25 12:23:00,0,18070
,Intact Male,Dog,5 years,Chihuahua Shorthair Mix,Black/Tan,2014-10-27 12:09:00,1,18071
Buddy,Intact Male,Cat,2 years,Domestic Shorthair Mix,Orange Tabby/White,2016-02-07 14:47:00,1,18072
Aspen,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Orange Tabby,2014-05-22 10:18:00,0,18073
Spice,Neutered Male,Cat,5 months,Domestic Shorthair Mix,Brown Tabby,2013-11-25 14:22:00,0,18074
,Intact Male,Cat,3 weeks,Domestic Medium Hair Mix,Black/White,2014-05-10 11:17:00,1,18075
,Intact Female,Dog,1 week,Labrador Retriever Mix,Cream,2013-10-16 18:40:00,1,18076
Rusty,Neutered Male,Dog,8 years,Chihuahua Shorthair Mix,Tan/White,2013-11-17 17:54:00,2,18077
Lilly,Spayed Female,Dog,5 years,Pug Mix,Brown Brindle,2014-12-17 15:10:00,2,18078
Moira,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2013-12-16 12:31:00,0,18079
,Unknown,Cat,3 weeks,Domestic Shorthair Mix,Brown Tabby,2015-06-09 15:54:00,1,18080
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby,2014-07-20 12:37:00,3,18081
Jesse James,Neutered Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-10-18 17:15:00,0,18082
Chikis,Spayed Female,Dog,1 year,Mastiff Mix,Black Brindle,2014-09-10 10:14:00,3,18083
Buster,Neutered Male,Dog,7 years,Labrador Retriever Mix,Buff,2014-01-07 17:41:00,0,18084
Paul,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Tan/White,2015-01-04 15:05:00,2,18085
Rocky,Neutered Male,Dog,6 years,Border Collie,Black/White,2014-02-18 16:53:00,2,18086
,Spayed Female,Cat,11 years,Siamese Mix,Lilac Point,2015-11-25 12:59:00,2,18087
,Intact Female,Cat,2 years,Domestic Shorthair Mix,Calico,2013-10-07 16:02:00,1,18088
Harley,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-02-03 15:01:00,1,18089
Zeke,Neutered Male,Dog,2 years,German Shepherd Mix,Black/Brown,2014-09-26 11:35:00,1,18090
Daisy,Spayed Female,Dog,2 months,Chihuahua Shorthair Mix,Tan/White,2015-07-03 19:05:00,0,18091
,Spayed Female,Cat,2 months,Domestic Medium Hair Mix,Cream Tabby/White,2014-06-10 13:22:00,0,18092
Duke,Neutered Male,Dog,4 years,Neapolitan Mastiff Mix,Brown Brindle/White,2015-08-11 16:17:00,1,18093
,Intact Male,Cat,4 months,Domestic Medium Hair Mix,Brown Tabby,2015-08-26 09:00:00,1,18094
Merrick,Spayed Female,Dog,2 months,Australian Cattle Dog,Red Tick/White,2014-03-14 17:21:00,0,18095
Rocky,Neutered Male,Dog,2 years,Chihuahua Shorthair Mix,Brown/White,2015-05-23 19:04:00,0,18096
Boudreau,Intact Male,Dog,2 months,Pit Bull Mix,Brown,2015-06-20 00:00:00,1,18097
,Unknown,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,2015-05-13 13:59:00,1,18098
Precious,Intact Female,Dog,3 years,Labrador Retriever Mix,Yellow/White,2015-09-21 12:39:00,1,18099
Skywalker,Neutered Male,Dog,3 months,Labrador Retriever/Greyhound,Tan/White,2015-02-27 19:00:00,0,18100
Sonic,Neutered Male,Dog,11 months,Dachshund Longhair Mix,Red/Black,2014-04-17 12:22:00,2,18101
,Intact Female,Cat,2 years,Domestic Longhair Mix,Brown Tabby,2013-12-18 14:38:00,1,18102
Roxie,Spayed Female,Dog,5 years,Chihuahua Shorthair Mix,Brown/White,2015-11-02 18:47:00,2,18103
Falken,Neutered Male,Dog,5 months,Plott Hound/Labrador Retriever,Brown Brindle,2015-08-08 18:13:00,0,18104
,Intact Male,Dog,5 years,Pit Bull Mix,Blue/White,2013-11-20 12:39:00,1,18105
,Intact Male,Cat,7 months,Domestic Longhair Mix,Black,2015-10-11 09:00:00,1,18106
Zoey,Spayed Female,Dog,3 years,Chihuahua Shorthair Mix,White,2015-11-30 17:16:00,2,18107
Piper,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Orange Tabby/White,2015-12-23 15:34:00,0,18108
,Intact Female,Dog,2 months,Labrador Retriever Mix,White/Cream,2014-05-11 11:38:00,1,18109
Mabel,Spayed Female,Cat,2 months,Domestic Shorthair Mix,White/Brown Tabby,2014-10-11 17:35:00,0,18110
Riley,Neutered Male,Dog,6 years,Pit Bull Mix,Brown Brindle/White,2013-11-15 13:16:00,2,18111
Lady Bug,Spayed Female,Dog,10 months,Pit Bull Mix,Black/White,2015-06-10 13:51:00,0,18112
Nala,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Tortie,2015-12-23 13:41:00,0,18113
Patches,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-08-01 18:36:00,0,18114
,Intact Male,Dog,1 year,Dachshund/Beagle,White/Tan,2014-10-14 08:18:00,3,18115
,Intact Female,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-06-13 09:00:00,1,18116
,Unknown,Cat,3 months,Domestic Shorthair Mix,Black,2015-10-19 09:00:00,1,18117
Guiness,Neutered Male,Dog,13 years,Newfoundland Mix,Black,2014-08-04 16:31:00,2,18118
Katy,Spayed Female,Dog,6 months,Labrador Retriever Mix,White/Brown,2015-05-10 18:07:00,0,18119
Oreo,Neutered Male,Dog,7 months,Rat Terrier Mix,White/Tricolor,2014-12-31 11:46:00,0,18120
Aimee,Intact Female,Dog,3 years,Australian Cattle Dog Mix,Tricolor,2014-09-02 14:51:00,1,18121
Stuart,Intact Male,Dog,1 year,Lhasa Apso Mix,Cream/Brown,2016-01-27 18:53:00,2,18122
,Neutered Male,Dog,3 years,Chihuahua Shorthair Mix,Tan/White,2014-06-03 11:56:00,1,18123
,Intact Female,Cat,,Domestic Shorthair Mix,Torbie,2016-02-16 18:55:00,1,18124
,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2014-06-12 17:46:00,0,18125
Blackie,Neutered Male,Dog,1 year,Chihuahua Shorthair Mix,Black,2014-05-18 12:23:00,1,18126
,Intact Male,Cat,2 weeks,Domestic Shorthair Mix,Blue/White,2014-05-21 13:47:00,1,18127
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby/White,2015-07-24 09:00:00,1,18128
Goose,Spayed Female,Cat,6 years,Domestic Shorthair Mix,Blue/White,2015-08-14 00:00:00,0,18129
Skeeter,Neutered Male,Dog,1 year,Chihuahua Shorthair Mix,Brown/White,2014-06-15 15:00:00,0,18130
,Intact Male,Cat,2 years,Domestic Shorthair Mix,Gray Tabby,2014-03-07 15:46:00,3,18131
,Spayed Female,Dog,2 months,Labrador Retriever Mix,Black/White,2014-12-09 17:51:00,0,18132
Gracie,Spayed Female,Dog,2 years,Anatol Shepherd Mix,Tan/Buff,2015-07-05 13:07:00,0,18133
Squirt,Intact Male,Dog,2 months,Dachshund/Chihuahua Shorthair,Red/White,2013-10-28 12:57:00,1,18134
Puddin,Neutered Male,Cat,4 months,Domestic Shorthair Mix,Blue/White,2014-09-01 14:16:00,0,18135
Tank,Neutered Male,Dog,2 years,Pit Bull Mix,White/Black,2015-07-21 17:16:00,2,18136
Axle,Neutered Male,Dog,3 years,German Shepherd Mix,Black/Tan,2014-04-30 16:25:00,3,18137
,Intact Male,Cat,2 months,Domestic Shorthair Mix,Orange Tabby,2014-06-23 12:05:00,3,18138
,Intact Male,Cat,4 months,Domestic Shorthair Mix,Cream Tabby,2014-11-05 09:00:00,1,18139
Oso,Neutered Male,Dog,1 year,German Shepherd/Australian Cattle Dog,Black/White,2014-07-27 14:53:00,0,18140
,Unknown,Cat,5 days,Domestic Shorthair Mix,Black/White,2015-07-06 18:58:00,1,18141
Mikey,Neutered Male,Cat,3 years,Bengal,Brown Tiger,2013-10-22 17:54:00,0,18142
,Intact Male,Dog,1 month,Boston Terrier,Black/White,2014-12-15 09:28:00,4,18143
Roscoe,Neutered Male,Dog,4 years,Cardigan Welsh Corgi Mix,Brown/White,2014-07-05 18:14:00,1,18144
Allie,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Black/White,2015-07-05 17:55:00,0,18145
,Spayed Female,Cat,2 months,Domestic Medium Hair Mix,Brown Tabby/White,2015-07-19 14:46:00,0,18146
,Spayed Female,Cat,4 years,Domestic Shorthair Mix,Tortie,2014-08-13 14:08:00,3,18147
Jazz,Spayed Female,Dog,1 year,Boxer/Miniature Poodle,Tan/White,2015-06-20 15:29:00,0,18148
,Neutered Male,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,2015-12-16 18:59:00,1,18149
,Intact Female,Cat,2 years,Domestic Shorthair Mix,White,2015-11-28 16:13:00,3,18150
Gidget,Spayed Female,Dog,2 months,Labrador Retriever Mix,Yellow,2015-06-07 19:18:00,0,18151
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Orange Tabby,2014-09-14 09:00:00,1,18152
Peanut,Spayed Female,Dog,6 years,Beagle/German Shepherd,Black/Brown,2016-01-11 16:46:00,2,18153
,Intact Male,Dog,4 weeks,Australian Shepherd Mix,Brown,2015-06-05 13:10:00,1,18154
,Unknown,Cat,5 days,Domestic Shorthair Mix,Black,2015-06-30 12:17:00,1,18155
,Intact Male,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,2015-11-05 13:56:00,1,18156
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,2015-09-14 17:16:00,1,18157
Jericho,Neutered Male,Dog,4 years,Australian Shepherd Mix,Black/Brown,2014-04-30 15:36:00,2,18158
,Intact Male,Cat,8 months,Domestic Shorthair Mix,Black,2014-11-25 09:00:00,1,18159
Rosie,Spayed Female,Dog,2 years,Chihuahua Shorthair/Rat Terrier,Tricolor,2013-12-14 12:37:00,1,18160
Cash,Neutered Male,Dog,6 years,Labrador Retriever Mix,Black,2016-02-16 18:25:00,2,18161
,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Black/White,2014-09-23 09:00:00,1,18162
Suzy,Spayed Female,Cat,2 months,Domestic Shorthair Mix,White/Brown Tabby,2015-09-05 19:09:00,0,18163
Sheri,Spayed Female,Dog,2 years,American Pit Bull Terrier/Boxer,Fawn/White,2014-08-17 12:24:00,0,18164
Amelia,Spayed Female,Cat,5 months,Domestic Shorthair Mix,Orange Tabby,2015-10-02 12:31:00,0,18165
Sly,Neutered Male,Cat,10 months,Siamese/Domestic Shorthair,Black,2013-11-30 16:12:00,0,18166
,Unknown,Cat,2 years,Domestic Shorthair Mix,Calico,2015-04-14 09:00:00,1,18167
Cola,Intact Male,Dog,1 year,Chihuahua Shorthair/Dachshund,Tan/White,2015-02-07 11:24:00,2,18168
Bailey,Neutered Male,Dog,2 years,Labrador Retriever Mix,Red/White,2015-09-18 15:08:00,1,18169
,Intact Male,Cat,1 month,Domestic Shorthair Mix,Cream Tabby,2014-07-06 14:14:00,4,18170
Puchi,Intact Male,Dog,10 years,Miniature Schnauzer Mix,Gray/White,2014-02-04 12:15:00,2,18171
Rusty,Neutered Male,Cat,2 years,Domestic Shorthair Mix,Orange Tabby/White,2013-12-23 12:57:00,0,18172
Dottie,Spayed Female,Dog,2 months,Black Mouth Cur/Catahoula,Fawn/Black,2015-09-06 17:59:00,0,18173
,Intact Male,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,2015-07-15 16:11:00,1,18174
Chubbs,Neutered Male,Dog,11 months,Labrador Retriever/Pit Bull,Brown/White,2015-11-25 16:41:00,2,18175
Ruby,Spayed Female,Dog,1 year,Rottweiler Mix,Black/Brown,2014-12-26 15:55:00,2,18176
Gabriel,Intact Male,Dog,1 year,Border Collie Mix,Tricolor,2013-12-06 16:34:00,1,18177
Buddy,Intact Male,Dog,1 month,Patterdale Terr Mix,Black/White,2014-10-23 17:24:00,0,18178
,Intact Female,Cat,2 weeks,Domestic Longhair Mix,Brown Tabby/White,2015-09-11 00:00:00,1,18179
Bleu,Neutered Male,Dog,7 months,Chesa Bay Retr Mix,Chocolate/White,2013-12-31 16:23:00,0,18180
,Intact Female,Dog,1 month,Chihuahua Shorthair Mix,Tan,2014-09-29 18:59:00,3,18181
Pebbles,Spayed Female,Dog,9 years,Rottweiler,Black/Brown,2016-01-28 08:40:00,0,18182
Barney,Neutered Male,Dog,1 year,Yorkshire Terrier Mix,Black/Tan,2014-06-17 13:26:00,1,18183
Hog,Neutered Male,Dog,4 years,Pit Bull Mix,Brown Brindle/White,2015-09-20 17:06:00,2,18184
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Blue Tabby,2014-09-21 13:22:00,1,18185
,Intact Male,Cat,3 weeks,Domestic Shorthair Mix,Blue Tabby,2014-10-31 15:58:00,1,18186
,Unknown,Dog,1 year,Chihuahua Shorthair Mix,Brown,2015-02-10 12:16:00,1,18187
Olive,Intact Female,Cat,2 months,Domestic Shorthair Mix,Torbie/White,2015-06-22 16:57:00,0,18188
,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Calico,2015-05-05 11:48:00,0,18189
,Intact Female,Cat,1 month,Domestic Shorthair Mix,White,2014-07-09 12:01:00,1,18190
Zoey,Spayed Female,Dog,1 year,Dalmatian Mix,White/Black,2016-01-10 15:07:00,0,18191
Wilma,Spayed Female,Cat,4 months,Domestic Shorthair Mix,Calico,2015-08-30 18:06:00,0,18192
Ramona,Spayed Female,Cat,2 months,Domestic Shorthair Mix,Tortie,2014-06-21 13:47:00,0,18193
,Unknown,Cat,1 year,Domestic Shorthair Mix,Black/White,2015-03-11 09:00:00,1,18194
Toonami,Neutered Male,Cat,3 years,Domestic Shorthair Mix,Brown Tabby,2014-07-26 17:31:00,0,18195
,Spayed Female,Cat,2 years,Domestic Shorthair Mix,Blue/White,2013-12-10 15:02:00,1,18196
,Intact Male,Cat,1 year,Domestic Shorthair Mix,Black/White,2015-04-12 09:00:00,1,18197
Kelly,Spayed Female,Cat,9 years,Domestic Shorthair Mix,Calico,2014-05-24 10:10:00,3,18198
Sammy,Spayed Female,Dog,1 year,Cairn Terrier Mix,White/Tan,2015-05-11 17:08:00,0,18199
,Neutered Male,Cat,6 years,Domestic Shorthair Mix,Brown Tabby,2015-12-25 19:19:00,1,18200
Ninja,Neutered Male,Dog,5 years,Miniature Schnauzer Mix,Black,2015-06-20 15:06:00,2,18201
Match,Neutered Male,Dog,3 years,Treeing Walker Coonhound Mix,Tricolor,2015-09-10 14:44:00,2,18202
Casey,Intact Female,Dog,1 month,Chihuahua Shorthair Mix,Tricolor,2013-11-08 18:50:00,1,18203
Ghost,Neutered Male,Dog,2 years,Siberian Husky Mix,Black/White,2015-12-14 18:18:00,2,18204
,Neutered Male,Dog,7 months,Chihuahua Shorthair Mix,Tan/White,2014-08-26 18:29:00,0,18205
Layla,Spayed Female,Cat,2 years,Domestic Shorthair Mix,Blue Tabby,2014-01-20 17:42:00,0,18206
Baron,Neutered Male,Cat,4 months,Domestic Shorthair Mix,Brown Tabby,2015-12-22 00:00:00,1,18207
Kaui,Spayed Female,Dog,15 years,Labrador Retriever Mix,Yellow,2014-07-06 12:49:00,2,18208
Althea,Spayed Female,Dog,2 months,Border Collie Mix,White/Black,2015-06-07 19:49:00,0,18209
Kelly,Spayed Female,Cat,5 months,Tonkinese Mix,Chocolate Point,2014-03-04 12:56:00,0,18210
Aries,Neutered Male,Cat,8 years,Domestic Medium Hair Mix,Brown Tabby,2015-11-07 14:06:00,0,18211
Coco,Neutered Male,Dog,1 year,Chihuahua Shorthair Mix,Tan,2015-02-10 17:13:00,0,18212
Juan,Neutered Male,Dog,5 months,Chihuahua Shorthair Mix,Tricolor,2015-11-01 00:00:00,1,18213
Cafe,Neutered Male,Cat,3 months,Domestic Shorthair Mix,Orange Tabby,2014-11-12 15:00:00,0,18214
Dottie,Spayed Female,Dog,2 years,American Staffordshire Terrier Mix,White/Red,2014-02-25 11:41:00,3,18215
Monty,Neutered Male,Cat,3 months,Domestic Longhair Mix,Blue Tabby,2015-08-29 17:18:00,0,18216
Hennesy,Intact Male,Dog,2 years,Pit Bull Mix,Black Brindle/White,2015-05-14 14:23:00,3,18217
